biogeographic_zone,region,site,family,species,species_code,life_form,wsg,wsg_id,wsg_specificity,a,b,c,d,dbh_min_cm,dbh_max_cm,sample_size,dbh_units_original,biomass_units_original,allometry_development_method,site_dbh_unit,equation_id,equation_form,equation_allometry,equation_grouping,independent_variable,regression_model,other_equations_tested,log_biomass,bias_corrected,bias_correction_factor,notes_fitting_model,dependent_variable_biomass_component,allometry_specificity,proxy_species,geographic_area,biomass_equation_source,ref_id,wsg_source,ref_wsg_id,original_data_availability,notes_to_consider,warning
Nearctic,North America,Utah,Pinaceae,Picea engelmannii,,Tree,0.33,,,-36.94,0,0.42,2,4,76,29,cm,kg,harvest,mm,,a+(b*DBH)+c*(DBH^d),(-36.94)+0.42*(DBH^2),E,DBH,,,,0,NA,,Total aboveground biomass,Species,,"Colorado, USA",Jenkins et al. 2004,,Global WD database,,,,
Nearctic,North America,Utah,Pinaceae,Picea engelmannii,,Tree,0.33,,,3.03,2.5567,,,3,283,128,cm,kg,harvest,mm,,exp(a+b*ln(DBH)),exp(3.03+2.5567*log(dbh)),G,DBH,,,,0,NA,,Total aboveground biomass,Genus,,North America,Chojnacky et al. 2014,,Global WD database,,,,
Nearctic,North America,Utah,Pinaceae,Picea pungens,,Tree,0.38,,,3.63,2.54,,,1.5,13,18,cm,g,harvest,mm,,exp(a+b*ln(DBH)),exp(3.63+2.54*log(dbh)),E,DBH,,,,0,NA,,Total aboveground biomass,Species,Picea mariana,"Alaska, USA",Jenkins et al. 2004,,Jenkins et al. 2004,,,,
Nearctic,North America,Utah,Pinaceae,Picea pungens,,Tree,0.38,,,2.1364,2.3233,,,3,72,289,cm,kg,harvest,mm,,exp(a+b*ln(DBH)),exp(2.1364+2.3233*log(dbh)),G,DBH,,,,0,NA,,Total aboveground biomass,Genus,,North America,Chojnacky et al. 2014,,,,,,
Nearctic,North America,Utah,Pinaceae,Pinus edulis,,Tree,,,,-1.468,2.582,,,5,45,15,cm,kg,harvest,mm,,a+b*(log10(DBH)),1.468+2.582*(log10((DBH-10.603)/0.9823)),E,DBH,,,,0,included in model,,Total aboveground biomass,Species,,"Arizona, USA","Grier, 1992",,,,,"original biomass equation uses drc (diameter root collar) so we need to convert dbh to dcr. Chojnacky & Rogers, 1999 give an equation to do the oposite, convert dcr to dbh (dbh=6.818+1.0222*drc+1.88791.8971-0.0399*drc) so we rewrote Chojnaky equation.",
Nearctic,North America,Utah,Pinaceae,Pinus flexilis,,Tree,,,,-1.024,2.416,,,2.7,27.5,10,cm,kg,harvest,mm,,10^(a+b*(log10(DBH))),10^(-1.024+2.416*(log10(dbh))),E,DBH,,,,1,1.014,,Stem biomass (without bark),Species,Pseudotsuga menziesii,"New Mexico, USA","Gower, 1992",,,,,using  Pseudotsuga menziesii as generic small conifer proxy,
Nearctic,North America,Utah,Pinaceae,Pinus flexilis,,Tree,,,,-1.234,2.128,,,2.7,27.5,10,cm,kg,harvest,mm,,10^(a+b*(log10(DBH))),10^(-1.234+2.128*(log10(dbh))),E,DBH,,,,1,0.004,,Stem bark biomass,Species,Pseudotsuga menziesii,"New Mexico, USA","Gower, 1992",,,,,using  Pseudotsuga menziesii as generic small conifer proxy,
Nearctic,North America,Utah,Pinaceae,Pinus flexilis,,Tree,,,,-2.336,2.65,,,2.7,27.5,14,cm,kg,harvest,mm,,10^(a+b*(log10(DBH))),10^(-2.336+2.650*(log10(dbh))),E,DBH,,,,1,0.088,,"Branches (live, dead)",Species,Pseudotsuga menziesii,"New Mexico, USA","Gower, 1992",,,,,using  Pseudotsuga menziesii as generic small conifer proxy,
Nearctic,North America,Utah,Pinaceae,Pinus flexilis,,Tree,,,,-2.347,2.478,,,2.7,27.5,14,cm,kg,harvest,mm,,10^(a+b*(log10(DBH))),10^(-2.347+2.478*(log10(dbh))),E,DBH,,,,1,1.053,,Total foliage,Species,Pseudotsuga menziesii,"New Mexico, USA","Gower, 1992",,,,,using  Pseudotsuga menziesii as generic small conifer proxy,
Nearctic,North America,Utah,Pinaceae,Pinus flexilis,,Tree,,,,-0.86896,1.652882,1,,3,112,105,cm,kg,harvest,mm,,exp(a+b*ln(DBH)),exp(-0.86896+1.652882*ln(DBH)),E,DBH,,,,0,NA,,Total aboveground biomass,Species,Juniperus osteosperma,"Nevada, USA","Chojnacky and Moisen, 1993",,,,,using Juniperus osteosperma as proxy for big trees,
Nearctic,North America,Utah,Pinaceae,Pinus longaeva,,Tree,,,,-1.024,2.416,,,2.7,27.5,10,cm,kg,harvest,mm,,10^(a+b*(log10(DBH))),10^(-1.024+2.416*(log10(dbh))),E,DBH,,,,1,1.014,,Stem biomass (without bark),Species,Pseudotsuga menziesii,"New Mexico, USA","Gower, 1992",,,,,using  Pseudotsuga menziesii as generic small conifer proxy,
Nearctic,North America,Utah,Pinaceae,Pinus longaeva,,Tree,,,,-1.234,2.128,,,2.7,27.5,10,cm,kg,harvest,mm,,10^(a+b*(log10(DBH))),10^(-1.234+2.128*(log10(dbh))),E,DBH,,,,1,0.004,,Stem bark biomass,Species,Pseudotsuga menziesii,"New Mexico, USA","Gower, 1992",,,,,using  Pseudotsuga menziesii as generic small conifer proxy,
Nearctic,North America,Utah,Pinaceae,Pinus longaeva,,Tree,,,,-2.336,2.65,,,2.7,27.5,14,cm,kg,harvest,mm,,10^(a+b*(log10(DBH))),10^(-2.336+2.650*(log10(dbh))),E,DBH,,,,1,0.088,,"Branches (live, dead)",Species,Pseudotsuga menziesii,"New Mexico, USA","Gower, 1992",,,,,using  Pseudotsuga menziesii as generic small conifer proxy,
Nearctic,North America,Utah,Pinaceae,Pinus longaeva,,Tree,,,,-2.347,2.478,,,2.7,27.5,14,cm,kg,harvest,mm,,10^(a+b*(log10(DBH))),10^(-2.347+2.478*(log10(dbh))),E,DBH,,,,1,1.053,,Total foliage,Species,Pseudotsuga menziesii,"New Mexico, USA","Gower, 1992",,,,,using  Pseudotsuga menziesii as generic small conifer proxy,
Nearctic,North America,Utah,Pinaceae,Pinus longaeva,,Tree,,,,-0.86896,1.652882,1,,3,112,105,cm,kg,harvest,mm,,exp(a+b*ln(DBH)),exp(-0.86896+1.652882*ln(DBH)),E,DBH,,,,0,NA,,Total aboveground biomass,Species,Juniperus osteosperma,"Nevada, USA","Chojnacky and Moisen, 1993",,,,,using Juniperus osteosperma as proxy for big trees,
Nearctic,North America,Utah,Pinaceae,Pinus ponderosa,,Tree,0.38,,,-10.755,2.7308,1,,24.1,117.7,,cm,Mg,harvest,mm,,exp(a+b*DBH+c*(ln(DBH))),exp(-10.755+2.7308*dbh+1*log(dbh)),E,DBH,,,,0,NA,,Stem biomass (with bark),Species,,Pacific Northwest,Jenkins et al. 2004,,Jenkins et al. 2004,,,,
Nearctic,North America,Utah,Pinaceae,Pinus ponderosa,,Tree,0.38,,,-0.4282,2.1772,1,,2.54,30.48,,in,lb,harvest,mm,,exp(a+b*DBH+c*(ln(DBH))),exp(-0.4282+2.1772*dbh+1*log(dbh)),E,DBH,,,,1,included in model,,"Crown biomass (branches, foliage, twigs)",Species,,Rocky Mountains,Jenkins et al. 2004,,Jenkins et al. 2004,,,,
Nearctic,North America,Utah,Pinaceae,Pinus ponderosa,,Tree,0.38,,,-2.677,2.4638,,,3,180,561,cm,kg,harvest,mm,,exp(a+b*ln(DBH)),exp(-2.677+2.4638*log(dbh)),G,DBH,,,,0,NA,,Total aboveground biomass,Genus,,North America,Chojnacky et al. 2014,,Jenkins et al. 2004,,,,
Nearctic,North America,Utah,Salicaceae,Populus tremuloides,,Tree,0.35,,,0.1231,2.242,,,3,36,20,cm,kg,harvest,mm,,a*(DBA^b),0.1231*(dba^2.242),E,DBH,,,,1,1.046,,Total aboveground biomass,Species,,"Utah, USA",Jenkins et al. 2004,,Global WD database,,,,
Nearctic,North America,Utah,Pinaceae,Pseudotsuga menziesii,,Tree,0.45,,,-3.9371,2.8427,1,,10,40,,cm,kg,harvest,mm,,exp(a+b*ln(DBH)),exp(-3.9371+2.8427*log(dbh)),E,DBH,,,,1,included in model,,Total aboveground biomass,Species,,"Oregon, USA",Jenkins et al. 2004,,,,,,
Nearctic,North America,Utah,Grossulariaceae,Ribes cereum,,Shrub,NRA,,,3.892,3.122,,,0.4,1.4,NRA,cm,g,harvest,mm,,exp(a+b*ln(DBA)),exp(3.892+3.122*log(dba)),E,DBA,,,,1,included in model,,Total aboveground biomass,Genus,,"Rocky Mountains, USA","Means et al. 1994 (Biopak, Eq. 991)",,NA,,,DBA= Stem basal diameter,
Nearctic,North America,Utah,Grossulariaceae,Ribes montigenum,,Shrub,NRA,,,3.892,3.122,,,0.4,1.4,NRA,cm,g,harvest,mm,,exp(a+b*ln(DBA)),exp(3.892+3.122*log(dba)),E,DBA,,,,1,included in model,,Total aboveground biomass,Genus,,"Rocky Mountains, USA","Means et al. 1994 (Biopak, Eq. 991)",,NA,,,DBA= Stem basal diameter,
Nearctic,North America,Utah,Adoxaceae,Sambucus racemosa,,Shrub,0.5,,,-2.48,2.4835,,,2.5,56,,cm,kg,harvest,mm,,exp(a+b*ln(DBH)),exp(-2.48+2.4835*log(dbh)),G,DBH,,,,1,0.36,,Total aboveground biomass,Mixed hardwood,,North America,Jenkins et al. 2004,,,,,,
Nearctic,North America,Utah,Pinaceae,Pseudotsuga menziesii,,Tree,0.45,,,4.98412,2.18584,,,1.4,13.4,,cm,g,harvest,mm,,exp(a+b*ln(DBH)),exp(4.98412+2.18584*log(dbh)),E,DBH,,,,1,included in model,,Total aboveground biomass,Species,,"Oregon, USA","Means et al. 1994 (Biopak, Eq. 301)",,,,,,
